hate_speech,tweet
non-hateful,"RT Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back."
non-hateful,"RT You shoulda learned how to bake, cuz bitches love cake"
non-hateful,"RT Meanwhile, in Canada: A monkey in a winter coat escapes in an IKEA via "
non-hateful,RT you a bitch!
non-hateful,"RT Too many faithful girls are single, and too many hoes are taken.&"
non-hateful,"RT wiz khalifas's song ""black and yellow"" is a beautiful song about a bruised banana"
non-hateful,RT People downloading time hop to be reminded they were faggots a year ago too
non-hateful,RT Yea but who gets more bitches grandma
non-hateful,RT Girls really made being a hoe kool on Twitter
non-hateful,"RT I hate typing something so detailed &amp; somebody respond with ""huh?"" bitch I'm Finna type the same thing twice dumb bitch"
hateful,RT Ugly hoes be the loudest .. u need to duck off &amp; hide yourself frfr
non-hateful,RT Why all these hoes be wearin flowers around they head. I hope a bee Sting they ASS
non-hateful,RT I'm a crazy bitch.. fml
hateful,RT - These porn hoes moan at EVERYTHING !!! &A nigga unbutton her shirt she moaning like stfu
non-hateful,"RT What you see is what you get! I'm a guy with a love of adventure and a need for speed, Charlie Brown!"
hateful,RT Look at this faggot 
non-hateful,"RT ""She's really nice when you get to know her!"" = She's a bitch but you'll get used to it."
non-hateful,RT Do I have time for these hoes? 
non-hateful,RT When I make a paper ball in the trash can 
non-hateful,RT Rt if you killed a bitch with your dick
non-hateful,RT Y'all not gonna trash Spirit airlines. I travel w/ them all the time. They even let me fly the plane 4 times. They don't mi&
non-hateful,"RT I hate seeing people bitch about their lives. I haven't even tried the Taco Bell breakfast, man, you don't have it this har&"
non-hateful,RT All the kickers in college football trash like y'all can't even make 20 yard field goals....u got one fucking job
non-hateful,"RT Bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. Jus a iPh&"
non-hateful,"RT Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&"
non-hateful,RT Stay safe and remember if u a girl and u on ur period don't go to a party and&jus stay home u gross as shit
hateful,RT Tweeting about ur boyfriend won't get him off Xbox live that nigga gotta 24 kill streak rn bitch shut up
non-hateful,RT Why would u let ur girl even go to a party without u thats retarded lol u must want to get cheated on
non-hateful,"RT New Years resolution: smoke more weed, make more money, fuck more bitches"
non-hateful,RT mary isn't a backstabbing bitch that lies and deceives me
non-hateful,"RT ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" &"
non-hateful,"RT ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&"
non-hateful,"RT Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. "
non-hateful,"RT Twitter has a bird as its logo, that&why when you join you&an egg, and your home button is a birdhouse. Why am I ..."
non-hateful,"RT Johnny Manziel&bye-week stat line:

Bud Light Platinums: 23 | Shots of Patron: 8 | Side bitches: 5 | Fucks given: 0"
non-hateful,RT Red Hot Chili Peppers with the longest nip-slip in Super Bowl Half Time Show history.
non-hateful,RT Rutgers terminated Mike Rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...
non-hateful,RT Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&
non-hateful,RT &don&know why these bitches laughing. You not even funny my nigga&
non-hateful,RT Deep Fried Oreos 
non-hateful,RT When someone tells me I should stop being a bitch 
non-hateful,RT Crazy bird 
non-hateful,"RT Victoria&real secret?
Five nipples and a sideways vagina."
non-hateful,RT Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &amp;&
non-hateful,"RT don't EVER be ashamed of who you are. 

unless you a hoe... 

then be ashamed bitch."
non-hateful,RT Bitches eyebrows be 5% hair and 95% makeup talkin bout &on fleek&smh sit down before i lick my thumb hoe
non-hateful,RT When you drop all your hoes for your girl and she say she dont want a relationship 
non-hateful,"RT Don't be with a ""bad bitch"" that just looks good. Find a GOOD WOMAN that tells you when you're slippin and pushes you to&"
non-hateful,RT Side niggas get pussy and main niggas get arguments
non-hateful,RT Don't beef over no bitch..
non-hateful,RT make today yo bitch
non-hateful,RT Serving size is Latin for you&a little bitch
non-hateful,RT bitch should've got out of her yard
non-hateful,RT How's it taste mothafucker? Mmmhmmm bitch!
non-hateful,RT S/O to for his shitty fuzzy hat. Made sure he wasn't getting laid lmfao
non-hateful,RT She literally just put the whole trash bag on lmfao 
non-hateful,RT Now a days people find the littlest and dumbest things to bitch about. It's pathetic.
non-hateful,RT The price is wrong bitch.
non-hateful,"RT *answers phone*

Coworker: There's a dead bird outside.

Me: Wanna split it?

CW: What?

Me: Sorry, finders keepers, ri&"
non-hateful,"RT If a dude seems flighty then he probably is, so just nip it in the bud."
non-hateful,RT like fuccck man why yall bitches wearing wigs to school ?
non-hateful,RT It kills me when Bitches think that just BC they got a low body count that they not a hoe
hateful,RT Real nigga rules: If u drop the blunt u gotta pass that bitch. U don't even get to hit it
hateful,RT when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&
non-hateful,"RT ""Aye everyone buy some bombass brownies tomorrow from my wigga They don't contain marijuana b&"
non-hateful,"RT A list of mythical creatures:
Jackelope
Phoenix 
Griffin
Fairy
Unicorn
Pegasus 
A woman that knows where she wants to &"
hateful,"RT I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe"
hateful,"RT IDC what phone u got, lol silly nigger"
non-hateful,"RT If u looked good in highschool and wack now, I know that pussy been thru some shit"
non-hateful,"RT Lmaooooooo ain't fuckin no bitch with doo Doo in her butt while I'm foreplaying, THE FUCK"
non-hateful,"RT My daughter hate the Freddy Krueger mask I got at the crib, wheneva she act up, I put that bitch on for the NITE"
non-hateful,RT Pete carroll prolly got the hoes lined up for his players after the game bruh
non-hateful,"RT Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u"
non-hateful,RT Warm that pussy up
non-hateful,"RT That rocket blowing up reminds me of that time in college when I blew a tranny. But in my defense, I was drunk. Both tim&"
non-hateful,RT Funny how people who take their fantasy sports leagues very seriously are celebrated while those who play D&amp;D are mock&
non-hateful,"RT If my jokes offend you: 

1. I'm sorry 
2. It won't happen again 
3. 1 &amp; 2 are lies 
4. You're a pussy"
non-hateful,RT I'm obviously Morello from OITNB cause crazy and jealous bitch.
non-hateful,RT This crow in Aberdeen just won at photobombing (pic by Steve Black] - via 
non-hateful,"RT Messi's like ""I'm back bitches &lmao &"
non-hateful,RT Karate bitch 
hateful,"RT I'm not saying she's a slut, but her favorite shade of lipstick is pussy."
non-hateful,"RT How many hoes do I have ?

&Z
&E
&R
&O
&o
&&&"
non-hateful,RT I don't care about bitches. Hoes be into it with they damn self&
non-hateful,RT Finna hit this bitch with a handful of salt 
non-hateful,"RT bae: ""come over""

me: ""i'm tryna catch a pokemon""

bae: ""i'm horny tho""

me: ""bitch it's a fucking mewtwo"""
non-hateful,RT hot pockets &gt; hoes
non-hateful,RT Karma is a bitch
non-hateful,RT I wish a bitch would &
non-hateful,RT Niggas cheat on the most loyal most beautiful women with fucking trash
non-hateful,RT do I remember a game winning jack to right last summer at Yankee stadium that started a p&
non-hateful,RT When I die take my casket to the club so bitches can twerk on it I'm putting the fun back in funeral
non-hateful,"RT Snail hoe: my parents just left, they gonna be gone for 15 mins..

Snail: ok ?

Snail hoe: Im horny af

Snail:... "
non-hateful,RT Shy Glizzy Decent Af
non-hateful,"RT """"&worms? "
non-hateful,"RT Don Lemon gets called an Uncle Tom, doesn't like it: "
non-hateful,RT Niggas be in your messages like &&amp; be on Twitter like fuck bitches &on nigga which one you gone be Drake or&
non-hateful,RT I didn't pull bitches in elementary school. My parents couldn't afford the 64-count color box with the sharpener on the back&
non-hateful,RT Fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy!
non-hateful,"RT Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&follow you forever."
non-hateful,RT Can't believe you bitches find this remotely appealing. 
non-hateful,RT This is why Charlie Sheen is an idol 
hateful,"RT ""Why do you always wear black"" 

cause I&ready for your funeral bitch"
non-hateful,"RT I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass"
non-hateful,RT when you in a public place and ya side hoes come outta no where &
non-hateful,RT Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.
non-hateful,RT I don't work for pussy... + the code of a real man
hateful,RT A lot of y'all hoes pretty until a nigga enlarge that avi...
non-hateful,"RT I don't care how much pussy I get, I still got to jack my dick..."
non-hateful,RT I wonder how many of y'all hoes got homegrown sex tapes online and U.O.E.N.O
non-hateful,RT If you got to have every hoe you see you a weak nigga...
non-hateful,RT Miami* RT Houston has so many trash drivers
non-hateful,"RT Twitter hoes just different, bitches want to text or DM all day. Hoe I'm trying to fuck something..."
non-hateful,RT When you start liking a hoe you don't really like because she gives you the pussy on a consistent basis...
non-hateful,RT Son. Lmao. RT I&gonna Cry every time RT No bitches 
non-hateful,"RT Twitch Plays Call of Duty. Enter trash talk in the chat, the auto-aim will do the rest"
non-hateful,RT Fucking with them hoes! &nigga waka i hate it had to be him man t&
non-hateful,RT baddest blind bitch
hateful,RT FAGGOT RT I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &
non-hateful,RT Obama ain't playin with these hoes... 
non-hateful,RT Happy cunt bags&
non-hateful,"RT Girl: I know you got hoes 

Me: "
non-hateful,RT Soulja boy trash now but I'm not gonna act like I never cranked that superman.
non-hateful,RT Oh you didn't hit me boo boo - bitches who got hit in the jaw
hateful,RT Oh you missed bitch- bitxhes who got socked in the face
non-hateful,RT Listen here &cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.&
non-hateful,RT This bitch at work gone make me slap her head off her fuckin neck
non-hateful,RT Yo bag Gucci but you still ugly hoe shut up
non-hateful,RT I can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe
hateful,"RT &if you aint bout that Murder Game pussy nigga shut up ""&GANG &"
non-hateful,"RT $10,000 dinner dates with yo man bitch. "
non-hateful,RT Being pussy-whipped 
non-hateful,RT When you've got 5 or 6 hoes every one of them sees her man as god.That's why you don't have sex with them very often. -&
non-hateful,RT So I took a 1000 pictures with him and he ate all the brownies I made but he's the new homie 
non-hateful,"RT , , &amp; yall bitches needa start delivering !!"
non-hateful,RT Hoes love justifying other hoes actions. That's how you easily know who be hoeing.
non-hateful,"RT my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it."
non-hateful,RT That's my bitch &
non-hateful,"RT Obersturmfuhrer Matthias, my wife is a superb financial brian. Carry on with your labelling in her presence, and see ho&"
