id,test_case,label_gold,target_ident,direction,focus_words,case_templ
24864,RT You tweet about how you're never good enough for a guy maybe it's because you're a hoe,non-hateful,,,,
24865,RT You're such a fake bitch hahaha,non-hateful,,,,
24866,RT &bird has spoken &I was weak then I &,non-hateful,,,,
24867,"RT Broke hoes 3 words ""Out my face""",hateful,,,,
24868,RT Justice for British seagull spray-painted red by thugs! The bird won&be able to fly anymore! h&,non-hateful,,,,
24869,"RT I need to hit the lottery yo, this work shit??? For the fucking birds!",non-hateful,,,,
24870,RT I just realised my library books are overdue if anyone's looking for a bad bitch,non-hateful,,,,
24871,RT Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into&,non-hateful,,,,
24872,RT I like being Asian and all but it's a struggle having squinty eyes in every picture,non-hateful,,,,
24873,RT I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb,non-hateful,,,,
24874,RT Just took electric stim to my pussy! Eeek! Back on in 5 mins! ,non-hateful,,,,
24875,RT Charlie Crist says OCare has been great? htt&,non-hateful,,,,
24876,RT pussy.,non-hateful,,,,
24877,RT y'all got all the gay hoes,non-hateful,,,,
24878,"RT The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches",hateful,,,,
24879,RT I bet Beyonce's pussy tastes like a fresh caramel apple,non-hateful,,,,
24880,"RT You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan",non-hateful,,,,
24881,RT You gotta be a weak bitch to let a couple tweets get you out of character.,non-hateful,,,,
24882,RT can't dm wigga cause I can't even get a follow back &,non-hateful,,,,
24883,RT bye bitch. im blocking u RT i drew you &,non-hateful,,,,
24884,RT Neymar fell like a bitch,non-hateful,,,,
24885,"RT ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&",non-hateful,,,,
24886,RT Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 &,non-hateful,,,,
24887,"RT the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;&",hateful,,,,
24888,"RT Invite me on your show, you lying pussy. RT ""Republicans are afraid of me. They don't want to talk to me."" - &",non-hateful,,,,
24889,RT Halloween candy corn bird ,non-hateful,,,,
24890,RT I hate trailer trash &,hateful,,,,
24891,RT Ima make you my bitch &,non-hateful,,,,
24892,"RT Would be so happy, so many bitches would be humbled RT How would you feel if they discontinued the sale of weave""",non-hateful,,,,
24893,"RT Read my lips bitch, what? My mouth isnt workin?",non-hateful,,,,
24894,RT Theses niggas hoes and these bitches greedy,hateful,,,,
24895,"RT .I'm sure this tweet will protect you from karmic payback, bitch.",non-hateful,,,,
24896,"RT Well, Maryland is just a bunch of hateful rednecks, anyway.",hateful,,,,
24897,RT Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,non-hateful,,,,
24898,"RT A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ...",non-hateful,,,,
24899,"RT If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&",non-hateful,,,,
24900,RT Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon ,non-hateful,,,,
24901,RT This what y'all hoes want? &,non-hateful,,,,
24902,RT bitch what ocean is this?? ,non-hateful,,,,
24903,"RT RT Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&",non-hateful,,,,
24904,RT Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is ,hateful,,,,
24905,"RT 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids ",hateful,,,,
24906,"RT Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",non-hateful,,,,
24907,RT &go to sleep. You have work in the morning.&Lol yes master&&,non-hateful,,,,
24908,RT Don't be a bitch to someone who can out bitch you.,non-hateful,,,,
24909,RT These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&,hateful,,,,
24910,RT This bitch played too much Subway Surfer ,hateful,,,,
24911,RT Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,non-hateful,,,,
24912,RT Ona niggas I'll really beat dat hoe up,non-hateful,,,,
24913,RT Your mcm is a lil bitch,non-hateful,,,,
24914,RT A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&,non-hateful,,,,
24915,RT Omg seriously do bitches still love Sosa??!?,non-hateful,,,,
24916,"RT Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me&",non-hateful,,,,
24917,RT &small lips is trash lol..&Trash,non-hateful,,,,
24918,RT This is my beach bitch ,non-hateful,,,,
24919,RT that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,non-hateful,,,,
24920,RT Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,hateful,,,,
24921,RT I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,non-hateful,,,,
24922,RT When you rubbing on her booty then start playing with her pussy with ya thumb&&gt;&gt;&gt;&gt;&gt; ,non-hateful,,,,
24923,RT Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,non-hateful,,,,
24924,RT Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,non-hateful,,,,
24925,"RT I hope my kids don&disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",non-hateful,,,,
24926,RT Rudy Gay a faggot for not changing his last name once he got money.,hateful,,,,
24927,RT Hate fags? The answer's yes.,hateful,,,,
24928,RT Destroying a team that talked trash before the game &gt;&gt; &,non-hateful,,,,
24929,"RT women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&",non-hateful,,,,
24930,RT That's my bitch man I swear,non-hateful,,,,
24931,RT &How Tall are you? I keep getting different answers from different people &abo&,non-hateful,,,,
24932,RT Praying today's m&amp;g pictures don't come out yellow &,non-hateful,,,,
24933,"RT I hate when people say you can't befriend a hoe. How bitch how!?
1. I'm only held accountable for my pussy.
2. It's all about&",non-hateful,,,,
24934,RT There's nothing hotter than a pale albino chick who can play guitar.,non-hateful,,,,
24935,RT but then who is going to host the baddest bitch competition?,hateful,,,,
24936,"RT &the trash bag is so full , you can barely tie it....&STTOOOPP!!&",non-hateful,,,,
24937,RT I want a pet monkey &,non-hateful,,,,
24938,RT Big booty bitches always win.,non-hateful,,,,
24939,RT This next generation is being raised to be a bunch of mindless pussies with no discipline.,non-hateful,,,,
24940,"RT The ape was like ""Oh you niggas gon learn today"" &",hateful,,,,
24941,RT Apologies trash.. What's understood ain't gotta be explained,non-hateful,,,,
24942,RT Rape is NEVER something to mock like this. I stand with Jada ,non-hateful,,,,
24943,RT Ray J is the perfect example of what happens when you give a lame nigga some pussy.,hateful,,,,
24944,RT Got like 10 hoes &3 baes &,non-hateful,,,,
24945,"RT Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?",hateful,,,,
24946,RT Mama said no pussy cats inside my dog house,non-hateful,,,,
24947,"RT ""These hoe ain't loyal""

- a nigga who cheated on his girl 7 times and just broke up with him.",non-hateful,,,,
24948,"RT Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",non-hateful,,,,
24949,RT Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... ,hateful,,,,
24950,RT Water is wet. RT Nike DC is trash.,hateful,,,,
24951,"RT Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",non-hateful,,,,
24952,RT Point proven ima catch you bitch RT ok bud,hateful,,,,
24953,RT I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,non-hateful,,,,
24954,"RT ""Gotta link with bro Rambo &fashoo nd we gotta PULL Up ona pussy boys",non-hateful,,,,
24955,RT The Homie Got This bitch Rocken,non-hateful,,,,
24956,RT Dese bitches ain't shit I get em high and feed em dick,non-hateful,,,,
24957,RT Just call me a nigger cause that's what u really want to say at the end of the day ,non-hateful,,,,
24958,RT Damn near in love with all them hoes when I'm with em.,non-hateful,,,,
24959,"RT I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. ",non-hateful,,,,
24960,"RT I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",non-hateful,,,,
24961,RT RT Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&,non-hateful,,,,
24962,RT Glad none of my followers can say they fucked + yall hoes REALLY make this a goal...,non-hateful,,,,
24963,RT Some of y'all hoes thighs be so thick and can't even walk + Yankee food,non-hateful,,,,
24964,"RT &man ever RT ""I'd fuck her right in the pussy!!!!"" my nigg&",non-hateful,,,,
24965,RT Could you please refrain from being a dumb bitch,hateful,,,,
24966,"RT If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &hoethea sat there ",non-hateful,,,,
24967,"RT Loyalty now let's get this money I got u,u got me no hoes just us !!!!",non-hateful,,,,
24968,RT update: u are still a bitch,non-hateful,,,,
24969,RT ELI Manning is fucking trash rap,non-hateful,,,,
24970,RT Game over bitch HAHAHAHA,non-hateful,,,,
24971,"RT I want a real relationship &no games, no lies, no side hoes, just me and you &",hateful,,,,
24972,"RT Fine then don't rt little nigs 
one direction",non-hateful,,,,
24973,RT &a faggot&,non-hateful,,,,
24974,"RT that's right. you don't marry hoes, you rent em",non-hateful,,,,
24975,RT lol im off this brooo. bitches janky. &,non-hateful,,,,
24976,RT no bitch better try to fuck with my girl cause I will go off,non-hateful,,,,
24977,RT really bitch? ,non-hateful,,,,
24978,RT r u african because ur african bitch,non-hateful,,,,
24979,RT when you look like trash and someone compliments you ,hateful,,,,
24980,RT &HUNGRY I won't give a bitch a time or day. I'm trying take care business &,non-hateful,,,,
24981,RT Look at ya boy Nigga a faggot RT Bruh RT Chance The Rapper ,hateful,,,,
24982,RT You really are a faggot if you say that match was bad. Stop watching,hateful,,,,
24983,RT Instant mashed potatoes are trash &,non-hateful,,,,
24984,"RT When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" ",non-hateful,,,,
24985,RT &Tryna make me go to church Tommrow .. He'll nawl dude&bitch text me back,non-hateful,,,,
24986,RT this bitch think look like Rihanna ? &,non-hateful,,,,
24987,RT when I'm 18 them bitches getting erased &,non-hateful,,,,
24988,RT Free Tino lul hoe &,hateful,,,,
24989,RT If or don't know you then you are not welcome on saturday bitches ,non-hateful,,,,
24990,RT Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...,non-hateful,,,,
24991,RT ima beat yo lil young ass quick plyin hoe&,non-hateful,,,,
24992,RT I like good weed &amp; bad bitches dat can roll it up,non-hateful,,,,
24993,RT Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. ,non-hateful,,,,
24994,RT People love to try to confront you... Yes bitch. I said it. Now what?&,non-hateful,,,,
24995,RT Yaaass bitch yaasss - soulja boy be having me so turnt&,non-hateful,,,,
24996,RT Never catch feelings for a dumb bitch.,non-hateful,,,,
24997,RT That bitch who the shit in yo eyes aint shit in my eyez + !!!!,non-hateful,,,,
24998,"RT When that message say ""delivered"" but you see him posting sc story's with all his hoes&",non-hateful,,,,
24999,RT When you realize you sent the message to your wife instead of your side hoe ,non-hateful,,,,
25000,"RT Basic bitch tweet shit like ""no one to talk to"" 3 times a day &",non-hateful,,,,
25001,"RT Yall want foreign bitches sooo bad, but cant even pull local hoes",non-hateful,,,,
25002,"RT At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",non-hateful,,,,
25003,RT A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it &,non-hateful,,,,
25004,RT Big 10 been trash for years now lol its a basketball conference now,non-hateful,,,,
25005,RT Ebola not scary at all while yall worried about Ebola ima b getting hoes,non-hateful,,,,
25006,"RT line my shit up with god cards, bitch ",non-hateful,,,,
25007,RT Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. ,non-hateful,,,,
25008,RT Try to crucify me and we tweakin hoe ,non-hateful,,,,
25009,RT I'm just a normal ass dude that has no hoes and happens to be funny every once in a while,non-hateful,,,,
25010,"RT LIKE A FLAT TIRE HE NEED A FIX &up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&",hateful,,,,
25011,RT The NFL is very equal this season everybody showed glimpses of being trash,non-hateful,,,,
25012,RT lol Lebron bitch ass always making a spectacle look at me ass nigga,hateful,,,,
25013,RT When lil b said &around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&,hateful,,,,
25014,RT Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.,non-hateful,,,,
25015,RT Humpday hoe.,non-hateful,,,,
25016,"RT ""Beat the pussy in so well her shit still hurting from a week ago"" &",non-hateful,,,,
25017,RT drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,non-hateful,,,,
